Date,Open,High,Low,Close,Volume
2014-09-30,133.05729564288927,134.48460526448926,133.05729564288927,134.2902069091797,2918153
2014-10-01,133.6413241778548,133.96617571167243,130.91630001538513,131.11155700683594,4096908
2014-10-02,130.20267308864746,130.7219360879174,127.73770904541016,127.73770904541016,5203246
2014-10-03,128.77619527062004,129.87865315014236,128.19214160960001,129.35939025878906,2999191
2014-10-06,130.20269009185813,130.59234555535448,127.4785235297508,127.54332733154297,3250361
2014-10-07,127.54329024992889,128.64574818201592,125.59671783447267,125.59671783447266,4223520
2014-10-08,124.55908035370838,125.33753248540603,123.58621684714095,124.68867492675781,3067014
2014-10-09,125.98637354275273,126.95922391170218,124.36465268994503,124.94786071777344,3288123
2014-10-10,123.91023354037932,124.29988897652194,121.51006013532641,122.61251831054688,3814234
2014-10-13,120.92600081955374,123.45576869387429,120.53719106397212,121.05559539794922,3925958
2014-10-14,120.34193509092357,124.1694177564005,120.27713130305536,124.03981018066406,4984242
2014-10-15,124.2998772126067,124.2998772126067,119.62827976603202,120.92599487304688,6998075
2014-10-16,121.63964148126456,123.00216036005358,118.46101622294556,122.029296875,4397848
2014-10-17,122.54770232598196,126.57044219970703,121.31564968900095,126.57044219970703,4916595
2014-10-20,126.43997153057082,131.43556119983674,122.93734078133166,127.802490234375,8408626
2014-10-21,127.15364547818155,129.2946164104129,125.6615320717502,129.2298126220703,4323199
2014-10-22,129.74907039522077,130.00827255402493,127.73770691838678,128.5161590576172,3911391
2014-10-23,128.06255706004325,131.4355807471898,127.02404410093231,131.1763916015625,3031110
2014-10-24,131.17637302486713,132.01962882723512,129.8138543113812,131.43556213378906,3080038
2014-10-27,132.53889469388128,132.9276914142941,130.1378758893215,131.565185546875,2560521
2014-10-28,132.47408836315446,134.09580936000972,131.62998681260518,133.96620178222656,3232393
2014-10-29,134.54940905299128,135.7823203192817,133.7061531702855,134.2902069091797,3645055
2014-10-30,135.3926712933633,136.69038640909284,134.03101105909457,136.23678588867188,4025395
2014-10-31,137.79370088716112,138.247314453125,136.0415394516723,138.247314453125,1916870
2014-11-03,138.63696437227566,139.0905649100034,135.19827808731333,136.950439453125,3613369
2014-11-04,136.7551793875708,138.6369481208309,136.49597725208258,137.27442932128906,3658406
2014-11-05,138.18251065653044,138.3121052395215,137.40404545491714,138.247314453125,2732599
2014-11-06,137.7289012008482,139.41541306788696,137.663238735424,138.70175170898438,2690635
2014-11-07,139.09054081511073,140.1290536345776,137.4688199709111,137.9880828857422,2605284
2014-11-10,138.70177154719292,141.8156065774018,138.57217695404051,140.84274291992188,3588935
2014-11-11,141.23153686523438,141.68598306849162,139.8690178979134,141.23153686523438,2356588
2014-11-12,141.4267734105651,142.00998150888915,140.4530642510235,140.5178680419922,2412768
2014-11-13,141.10192175016746,142.13957602729013,140.84271959658705,141.4915771484375,1597247
2014-11-14,141.7507633704158,141.7507633704158,139.80419093364287,140.38824462890625,1595727
2014-11-17,139.48022152506292,140.3882682711607,138.9609585158179,139.80421447753906,1826261
2014-11-18,139.73942247887143,141.36113059364737,139.67461868486026,141.03712463378906,2678198
2014-11-19,141.23153139198266,141.29632217367507,138.63695981973564,138.96095275878906,3446996
2014-11-20,138.96095526734914,139.28580688527725,137.5984493384317,138.50735473632812,2911443
2014-11-21,138.50734263968883,142.33482527749382,138.24729483753157,142.20523071289062,3400701
2014-11-24,141.9451754581099,142.5292292099369,141.16672334666876,142.00997924804688,1893596
2014-11-25,141.9451599806862,143.04847658429645,141.75076164226888,142.9188690185547,2508260
2014-11-26,142.98368670797504,144.15094853509282,141.62118086075498,142.1395721435547,2440310
2014-11-27,143.0484778933563,143.11328167682024,141.42675703232896,141.75076293945312,1524536
2014-11-28,141.75080588383108,141.75080588383108,138.47498079290395,139.48023986816406,2900975
2014-12-01,138.24730115439334,139.22101030480076,135.91191878440415,136.6903839111328,4203982
2014-12-02,137.4040383273323,139.73942080083043,137.08004538156214,137.59844970703125,3868266
2014-12-03,137.2744414682859,139.28580494217152,137.2744414682859,139.09056091308594,2314841
2014-12-04,139.48021826445543,140.77792040031346,138.37690148738082,138.50735473632812,2527129
2014-12-05,139.60979082336155,142.20522070616283,138.76653501433782,141.94515991210938,2986661
2014-12-08,141.36110622424863,142.8532195039727,141.29630244140904,141.94515991210938,2644531
