Date,Open,High,Low,Close,Volume
2014-10-02,110.03306121378786,110.81162004977078,107.93805694580078,107.93805694580078,2364738
2014-10-03,108.26763134671899,109.40448217823929,108.08802978378664,108.92585754394531,2048607
2014-10-06,109.67387356938008,110.36262821692621,107.87789916992188,107.87789916992188,2147478
2014-10-07,108.14729660227835,108.14729660227835,105.90232849121095,105.90232849121094,2587494
2014-10-08,105.87269422205598,106.47165153118495,104.76547444918836,105.54312896728516,2644689
2014-10-09,107.15950616236537,108.17782605362378,104.49607307128638,105.1839370727539,3497322
2014-10-10,104.34612061765499,105.33391211999664,102.96950867466697,103.83696746826172,3855624
2014-10-14,103.74715606748703,105.54313052748547,103.41849515289411,104.9747085571289,2977947
2014-10-15,104.82474975900898,105.0043444729727,101.3531265258789,101.3531265258789,4445529
2014-10-20,105.8726979899624,106.11245905071462,103.89712193220008,105.0941390991211,2528358
2014-10-22,107.27985578218207,109.13509246868746,106.92065947710591,108.95549774169922,3448593
2014-10-23,111.20044682504857,113.20655123013789,109.25540626082314,112.90662384033203,4525902
2014-10-28,114.61279922721297,115.95977312939563,113.89440675169038,115.48115539550781,3642120
2014-10-29,116.13937079884506,117.27713273848948,115.39135415469346,115.99031829833984,3346233
2014-10-30,116.25970833631276,116.58836925063736,114.40357437872511,115.81071472167969,3472101
2014-10-31,116.1393722107463,117.06790161132812,116.1393722107463,117.06790161132812,1992735
2014-11-04,115.84035257533115,116.40877454522368,115.54132951465802,115.81071472167969,1825656
2014-11-05,116.64853762805534,116.94757439612322,116.25971035681897,116.58837127685547,2235489
2014-11-07,117.30676823157548,118.38435022557019,117.21697772502502,118.0853271484375,2792502
2014-11-10,118.05567793861107,118.9833029833707,117.696488542559,118.53430938720703,1924890
2014-11-21,117.60668333401787,120.89870468171483,117.39656014254659,120.80891418457031,3305208
2014-11-25,122.1559041565602,123.59267553879609,122.0660999504588,122.78449249267578,2527455
2014-12-01,121.07830139467062,122.00683079194427,119.85165329162729,121.37824249267578,2490378
2014-12-03,121.22829083847759,122.18644453556487,121.01905825371743,121.91704559326172,1890348
2014-12-04,121.82724020934032,122.3660243259786,119.76186684006593,119.82112884521484,2069508
2014-12-09,121.0486772441961,122.06609279509057,120.24048054325326,121.37824249267578,2766414
2014-12-11,119.8516468974085,122.45581785858145,119.55171951760205,122.21605682373047,1611420
2014-12-12,121.88651703988363,122.24570649466503,120.12107086181642,120.1210708618164,1638036
